Subject,AverageStudyTime,AverageBreakTime,PredictedGrade,PredictedKnowledgeLevel
Science,38,17,89,2
History,84,18,89,4
Science,79,21,65,3
English,64,11,80,3
History,44,19,75,2
English,73,23,63,1
History,105,14,64,4
Science,76,12,90,1
History,99,24,80,1
History,98,27,71,1
English,51,20,72,3
Math,46,28,95,1
History,52,23,90,4
Science,31,26,80,3
Math,87,17,69,4
Science,116,10,95,5
Science,63,29,89,5
Math,71,23,63,1
Science,51,29,61,3
Math,86,29,76,5
Math,32,29,70,5
History,77,6,63,5
History,49,10,90,3
History,114,10,89,5
Science,72,21,71,3
Math,96,20,83,3
Math,80,28,79,5
History,65,7,88,3
English,100,8,89,5
Math,107,14,89,3
History,30,22,73,5
History,32,15,63,5
Math,39,11,86,4
History,65,22,77,1
Math,106,14,96,5
English,101,24,64,2
Science,38,23,65,2
English,47,22,62,4
History,97,20,86,5
Math,103,19,79,2
English,76,29,98,1
Science,57,17,97,2
Math,114,18,98,5
English,79,10,68,2
English,35,30,77,1
Math,41,20,96,3
Science,48,25,64,3
Math,31,27,93,2
Math,36,25,88,1
English,45,25,78,1
Science,75,22,71,1
Math,78,10,97,4
English,41,11,72,2
Science,84,23,84,3
English,67,10,65,1
Science,72,18,60,4
Math,100,30,80,4
English,81,23,68,4
Math,61,17,80,1
Math,78,23,63,3
Science,94,13,68,3
Math,40,12,85,5
History,93,17,89,2
Science,119,13,69,2
Science,103,29,81,3
Math,74,16,65,4
English,82,29,76,2
English,101,29,61,3
Science,78,26,89,5
History,39,24,85,4
History,69,28,91,5
Math,37,25,63,3
Math,77,14,95,4
Science,81,14,71,4
Math,85,17,85,5
History,50,9,94,2
English,37,17,90,1
Science,108,17,63,3
History,67,9,89,2
History,44,23,92,1
History,50,25,88,1
Science,92,16,70,3
History,101,25,100,3
Science,54,22,76,5
History,60,13,72,5
History,98,25,68,3
Science,86,15,84,1
History,60,15,83,2
History,53,29,92,3
History,61,29,92,2
History,90,24,77,3
English,120,18,87,1
Science,70,12,64,1
Math,49,25,76,2
Math,106,28,88,1
Science,94,26,61,4
Math,115,29,99,3
Science,48,21,91,3
English,110,22,99,3
English,71,26,94,1
Math,48,27,67,5
History,94,27,84,3
History,73,13,67,5
English,65,11,92,3
History,40,23,95,5
Math,33,20,90,3
Math,114,16,71,5
History,37,29,73,4
English,90,13,71,5
Science,78,22,76,5
English,37,14,90,5
Science,88,11,90,4
History,91,17,64,1
History,119,10,76,5
History,94,22,89,4
Science,81,29,62,5
English,32,15,99,1
Math,86,7,84,4
Math,112,14,60,1
Science,31,9,77,3
History,108,16,70,5
Science,81,29,84,5
Math,43,6,68,3
English,53,16,74,5
Science,119,24,98,3
Math,98,26,63,1
English,105,26,67,4
History,59,22,72,2
History,80,8,88,5
Science,47,30,91,3
English,75,21,85,3
English,67,6,66,1
Science,110,22,94,4
History,119,30,100,3
Science,43,27,65,2
Science,119,22,99,5
English,56,17,70,3
History,85,13,76,2
History,107,18,82,4
English,50,12,64,3
History,44,8,93,1
Science,110,9,80,4
Science,89,29,64,5
History,33,5,80,3
History,69,30,94,1
English,90,13,83,5
History,55,21,73,1
History,112,7,97,2
History,84,17,82,1
Math,35,6,77,4
Math,49,10,71,4
Math,112,5,84,5
Math,97,13,75,4
Math,57,6,99,4
Math,85,9,87,3
History,114,14,75,2
English,95,29,69,3
History,70,29,82,2
Math,94,29,85,1
History,67,9,91,2
Science,52,8,67,2
History,82,17,71,2
English,73,24,88,3
English,86,29,70,2
History,63,14,78,2
Math,115,10,96,2
Science,107,23,98,2
History,93,6,77,3
English,88,26,80,3
Math,117,30,73,3
Science,39,24,81,3
History,81,21,85,1
English,66,16,99,3
Science,87,25,81,4
Science,45,16,67,1
English,101,9,70,4
English,32,7,78,1
Math,54,28,92,4
Science,54,7,85,5
History,73,8,83,3
History,105,20,87,2
Science,78,22,100,4
English,87,6,100,4
History,83,19,91,3
Math,90,27,71,4
English,31,30,64,3
English,105,21,94,2
Science,96,11,95,4
History,63,10,71,5
History,42,6,90,2
Math,74,9,64,5
English,73,28,94,4
Math,51,29,76,3
Math,40,23,64,5
History,66,14,97,2
English,102,6,69,2
History,100,17,96,1
Science,98,30,75,5
Math,119,28,87,5
English,84,14,86,5
Science,119,26,81,3
Math,109,13,94,5
Math,87,8,94,5
Math,31,23,63,2
Science,33,30,99,2
English,104,8,94,1
Science,85,30,86,4
History,67,11,100,5
History,66,26,74,4
History,104,28,82,1
Science,100,20,84,2
History,35,15,70,3
Science,50,7,75,5
History,102,20,87,2
English,108,7,91,3
English,75,8,70,5
Math,117,29,93,2
History,81,7,72,1
History,87,21,93,2
History,58,6,84,1
Science,76,15,62,1
English,113,16,84,5
English,84,16,96,2
Science,84,11,99,2
Math,73,18,81,2
Science,50,19,86,2
Math,52,19,98,3
History,105,24,72,5
Math,33,16,82,5
History,111,19,99,3
Science,69,30,64,5
History,90,11,71,3
History,71,17,66,4
Science,37,5,63,4
History,56,18,90,1
English,107,11,72,4
History,89,11,75,1
History,95,6,83,2
Science,89,19,77,1
History,100,20,68,3
History,119,15,72,4
Science,63,21,78,2
History,59,27,89,3
English,100,6,97,3
Science,62,23,88,4
History,104,20,92,3
English,93,21,90,2
English,120,5,75,2
English,78,23,74,5
Science,47,24,95,3
Math,64,17,87,2
English,61,13,90,1
Math,61,17,70,2
Science,93,19,87,4
Math,46,21,90,5
History,53,22,70,5
Math,85,20,98,1
Math,94,11,64,5
History,65,15,99,1
Science,31,16,90,2
History,118,14,95,4
History,90,11,70,5
History,107,30,76,1
Science,102,25,91,5
Math,105,26,80,4
Math,62,19,80,3
Math,54,8,94,2
English,101,14,76,5
Science,44,9,68,5
Science,79,14,83,4
Science,41,13,65,4
Science,73,8,97,2
Science,94,7,73,1
Science,55,29,79,3
Math,83,23,88,5
Math,102,27,62,5
Science,95,14,84,5
English,94,26,98,5
Math,41,25,87,4
Science,72,25,70,1
English,103,9,66,5
Science,111,13,74,5
History,36,30,79,3
History,104,23,91,1
Science,36,14,98,3
English,36,11,77,4
Science,73,6,91,1
English,50,19,64,3
English,42,7,95,1
Math,114,6,86,1
Math,68,10,65,5
Science,47,24,72,2
English,109,15,75,4
History,48,7,73,5
History,111,18,86,5
History,102,14,64,2
Math,117,13,76,1
English,112,23,92,2
Math,95,19,78,4
Math,112,11,85,3
Math,95,26,98,1
English,102,27,98,5
English,74,13,83,1
Science,50,23,94,3
History,82,27,65,1
Science,55,19,65,1
Math,114,22,75,1
English,86,30,73,4
Science,82,18,99,1
History,109,29,95,4
History,77,19,68,5
Math,60,5,93,5
History,54,18,86,3
Science,39,9,71,2
History,39,6,87,5
Math,115,17,74,5
Math,67,16,100,2
History,76,25,79,2
History,113,11,83,5
Science,69,28,75,4
English,82,27,93,3
English,117,9,97,2
Math,71,12,91,3
Science,94,27,88,3
Math,103,11,89,1
Math,49,8,95,5
Science,113,14,80,3
Math,82,19,88,2
Math,80,28,98,1
Science,112,7,91,2
Science,33,16,73,2
Math,73,12,88,5
History,56,29,68,5
History,58,20,81,1
Math,58,18,86,2
Math,57,20,99,5
Math,34,15,84,4
History,116,20,83,4
History,75,8,90,4
English,57,5,84,5
History,40,25,69,3
History,65,14,81,4
Math,106,27,66,3
Science,104,12,81,3
Science,109,28,97,4
History,77,29,66,1
Science,39,11,87,4
Science,115,18,65,4
Science,98,25,98,5
Science,71,28,86,2
History,99,21,63,4
English,120,30,68,2
Science,69,12,81,1
Science,34,19,90,1
Science,104,19,82,2
History,120,26,60,5
Science,65,6,88,4
History,102,29,98,4
Math,100,29,79,4
Science,104,13,76,1
English,60,17,87,4
Science,73,13,63,2
Math,75,23,85,1
English,115,21,70,4
Science,67,15,75,4
English,101,12,83,4
History,40,24,95,5
Math,65,15,70,2
Science,92,29,97,5
History,50,27,88,1
History,114,21,88,3
Math,65,20,88,5
Math,92,24,76,5
History,51,15,91,3
English,86,21,97,4
History,34,25,82,3
History,67,8,86,3
History,112,23,100,4
Science,92,28,98,3
History,73,6,63,5
Science,101,30,64,2
History,87,21,86,2
Math,53,30,77,4
Science,95,16,67,2
English,114,12,60,1
English,84,15,81,1
English,116,13,68,1
History,42,6,81,2
Science,109,5,67,2
Science,83,17,95,2
English,119,7,76,1
Science,31,5,67,1
History,52,27,92,2
Math,71,10,84,4
Science,62,28,61,4
English,61,14,99,2
Math,92,8,91,5
Science,60,20,85,5
Math,67,20,75,4
Science,76,13,97,4
English,109,28,92,1
English,105,23,96,5
Math,67,16,73,3
Math,86,27,65,4
History,45,23,62,4
English,82,28,70,5
History,113,12,98,3
History,114,25,91,3
Science,119,26,94,3
English,96,20,75,1
English,87,8,61,5
History,119,14,63,5
English,72,23,62,5
English,40,30,63,4
Science,46,25,75,4
English,107,30,91,2
Science,109,22,85,5
English,30,5,92,5
English,85,23,83,5
English,56,28,73,1
History,42,12,94,5
Science,87,21,74,1
English,106,7,84,1
Math,81,26,62,4
English,40,25,90,4
English,53,5,67,5
Math,42,25,70,1
English,56,22,88,5
English,73,22,94,3
English,110,16,83,4
English,30,25,95,3
English,33,13,74,2
English,48,15,98,2
English,90,11,75,2
Science,108,20,72,4
Math,79,16,100,4
History,74,7,84,4
English,104,28,79,4
Science,104,16,98,4
Math,81,5,70,4
English,86,22,81,4
English,56,21,76,4
English,68,28,83,4
Science,69,26,78,3
English,50,7,87,2
English,92,14,98,5
English,106,28,85,1
Math,84,25,99,1
History,93,23,88,4
English,48,6,60,2
Science,31,10,85,2
Math,97,14,76,1
History,32,7,60,5
English,98,30,78,3
Science,102,25,61,5
Science,54,23,68,2
English,43,8,75,3
Math,78,10,95,3
Science,119,25,88,2
Math,86,5,93,4
Math,82,24,74,3
English,74,10,65,2
Math,82,21,98,2
English,35,30,86,4
History,66,26,98,5
History,50,13,69,2
Science,72,15,75,5
Science,74,17,79,4
English,84,28,89,3
Math,112,27,82,5
Science,43,6,96,2
Math,70,5,72,4
Science,75,9,100,3
Math,68,24,84,2
Science,41,5,87,5
English,66,23,83,2
Math,43,30,94,4
English,81,21,69,4
Science,88,26,84,3
History,40,6,80,1
Science,41,17,82,1
Science,50,18,72,5
Science,57,13,79,4
Science,56,13,67,5
Science,89,6,77,1
Science,78,5,65,4
Math,104,12,91,5
Math,104,25,76,1
Math,90,5,78,3
Science,59,27,81,5
Science,70,8,65,4
History,48,10,61,3
History,46,25,66,1
Science,60,30,61,4
History,97,9,84,4
English,61,22,93,3
English,76,21,76,2
Math,70,13,76,4
Science,41,29,85,1
Math,37,26,82,4
History,47,20,70,5
English,65,21,89,4
English,97,22,96,4
Science,117,20,64,3
Science,106,22,60,2
English,73,21,74,3
English,33,13,70,5
Math,83,10,63,2
History,104,19,72,3
Science,53,21,78,4
History,88,16,61,3
Math,76,30,94,2
Math,55,16,79,2
Science,78,22,82,3
English,87,5,83,1
History,63,22,82,1
Math,55,8,88,1
English,39,25,72,4
Math,74,20,72,4
Math,100,20,76,1
English,61,25,93,1
Science,112,30,94,4
History,73,13,84,5
History,109,24,96,4
Math,114,15,99,5
Math,72,10,79,5
Science,42,13,89,1
Math,102,21,68,4
English,79,29,83,4
History,33,20,97,2
History,35,30,73,5
Science,34,29,84,3
English,66,5,86,5
English,82,20,79,1
History,78,23,98,2
Science,110,18,98,5
Science,107,20,83,1
English,32,26,82,3
Science,77,30,70,4
Math,118,28,85,5
History,37,30,68,2
Science,117,30,97,4
History,36,26,61,5
History,98,30,90,3
English,106,12,67,5
Science,33,13,73,1
History,56,16,87,5
English,98,26,81,5
Math,107,26,73,5
English,96,24,99,3
Science,70,9,79,3
Math,112,7,72,5
History,52,8,100,2
Math,73,16,100,4
English,71,5,95,4
Math,42,26,87,1
Math,101,19,71,5
Science,31,23,67,2
Science,53,19,76,2
Science,57,10,89,4
Science,91,12,98,5
History,96,29,78,3
English,72,15,78,3
Math,38,29,66,4
Science,55,7,74,5
Math,67,17,67,4
English,88,20,73,4
Science,35,26,69,1
History,64,20,70,1
History,61,7,86,4
English,117,7,90,5
History,114,27,95,3
English,47,7,76,3
English,47,19,61,2
History,85,7,80,1
English,48,12,93,1
History,113,21,83,3
Math,72,8,93,5
Math,65,5,94,5
History,44,12,68,4
English,111,10,87,5
English,63,26,70,3
Science,41,10,81,2
Math,38,10,90,4
English,96,21,83,4
English,61,21,95,4
History,108,21,67,2
Math,97,7,86,2
Math,39,14,78,1
Math,94,19,82,4
Math,87,26,86,1
English,78,5,90,1
History,44,7,93,4
English,97,7,76,5
History,33,10,82,1
Science,103,10,85,1
English,76,13,90,5
Math,114,18,72,2
Science,66,17,62,4
Math,88,29,74,5
English,78,30,73,3
Science,105,22,79,1
Math,105,28,94,4
English,78,9,78,2
Math,88,27,84,5
Science,42,19,99,3
Math,107,26,69,1
English,83,19,87,3
History,47,13,82,2
Math,53,13,74,3
English,31,19,100,4
History,114,7,62,5
English,100,15,61,3
History,84,10,64,1
History,104,16,89,5
English,39,12,63,2
Math,77,11,100,5
English,106,12,67,5
English,116,12,68,2
English,105,13,66,5
Math,60,10,87,3
History,66,17,79,3
Math,114,20,98,4
History,101,17,70,3
Science,84,29,84,1
Science,67,9,86,1
Science,63,23,84,1
History,48,26,85,2
Math,120,11,78,5
English,78,20,71,3
History,75,5,87,3
English,97,15,61,1
History,38,28,98,1
Math,43,19,86,3
English,106,22,72,2
History,114,12,92,5
History,104,25,98,4
English,118,14,89,5
History,32,6,90,3
History,36,8,86,1
Math,75,16,90,4
Math,38,7,93,3
Math,42,18,86,4
History,92,8,90,3
Math,70,14,70,4
English,40,18,98,1
History,60,10,97,2
Science,57,10,80,4
History,80,24,60,3
English,79,29,68,1
Science,44,30,98,5
Science,61,8,64,5
English,63,7,96,1
English,91,25,94,1
History,98,24,67,2
History,60,8,85,4
History,110,10,64,4
Math,38,12,93,3
English,113,13,95,4
Science,115,17,90,2
English,54,16,61,3
Science,82,9,72,2
English,60,29,76,5
History,84,23,60,5
Math,47,16,63,1
History,82,22,65,1
History,43,9,87,2
History,50,25,66,3
Math,95,22,94,1
Science,52,26,90,4
Science,36,22,98,2
History,62,19,77,2
Math,89,29,100,1
Math,31,11,100,2
Math,118,20,73,1
Science,78,5,73,2
History,32,17,96,5
English,48,28,89,1
History,37,26,99,5
Math,67,20,95,4
Science,108,14,82,2
Math,30,11,68,1
Math,63,24,88,1
English,36,22,83,3
English,79,17,85,5
English,31,21,96,1
History,102,6,77,1
History,79,8,69,2
English,65,14,63,4
Science,35,16,67,3
History,100,6,88,3
English,113,14,92,1
Math,63,27,86,3
Science,85,6,96,4
Science,95,27,90,2
Math,97,11,64,4
Math,78,19,91,1
Science,112,15,69,4
Science,43,21,61,3
Science,38,7,73,2
Science,104,11,91,5
History,58,16,81,5
Math,120,15,61,3
Math,37,14,67,1
Science,114,8,73,3
Math,116,11,77,5
English,60,30,79,2
English,104,6,99,1
History,37,7,79,4
Math,79,5,69,4
English,116,17,99,4
History,78,27,79,1
Math,33,8,79,1
Science,76,10,73,4
Science,49,30,69,3
English,48,27,99,3
English,100,18,89,1
English,101,27,86,2
History,91,25,79,2
History,112,12,76,5
Math,67,5,62,3
History,119,17,85,3
Science,46,23,73,4
History,59,21,68,2
Math,99,10,61,4
Science,101,8,87,5
History,78,21,90,1
Math,57,22,89,1
Math,47,7,67,3
Math,64,9,61,4
History,78,24,99,4
Science,60,21,61,4
Math,90,16,92,1
English,87,27,67,3
History,81,20,73,1
English,106,6,71,1
Science,116,9,70,4
History,74,23,83,2
English,78,17,61,2
History,73,9,65,4
English,96,20,91,4
History,79,28,61,2
Math,87,17,67,1
History,95,7,66,3
Science,116,26,64,3
English,94,13,67,5
Math,34,14,87,4
Science,76,5,97,3
Math,109,9,62,3
History,31,24,68,5
English,35,30,97,4
History,53,9,78,3
Science,34,9,61,4
Science,105,9,85,2
Science,112,7,93,4
Math,58,8,89,2
Math,108,25,87,5
History,41,14,87,4
English,38,17,67,1
English,63,24,86,4
Science,53,14,90,1
History,36,12,91,3
Math,97,19,71,4
History,78,24,90,4
Math,78,17,99,5
English,90,7,63,2
Math,115,21,82,1
English,120,10,85,2
Math,68,16,75,1
Science,109,5,89,3
Math,98,20,66,2
English,112,11,65,1
Math,43,8,91,4
Science,112,24,61,1
Science,108,22,83,5
Math,50,5,85,5
History,63,19,79,3
Math,58,17,64,2
English,120,6,97,4
History,110,13,80,3
History,118,28,65,3
Math,105,12,78,5
Math,98,15,97,2
English,98,22,90,2
History,32,24,94,4
Math,118,27,74,3
English,66,25,71,5
Science,103,20,100,1
History,120,14,97,5
Science,90,26,74,4
History,67,9,78,5
History,40,21,69,1
English,106,12,94,4
English,56,29,74,4
Science,68,5,94,5
English,57,13,89,4
History,46,20,90,2
Math,61,12,77,1
History,98,8,98,3
English,116,27,89,2
Math,67,14,98,5
Science,94,8,63,5
English,80,15,67,2
English,100,11,86,5
History,34,29,65,1
History,98,13,96,4
History,41,20,68,4
English,87,13,84,2
Science,30,26,95,3
History,85,8,77,3
Science,50,7,94,3
Math,100,24,62,1
English,84,6,99,5
English,71,19,78,1
History,48,8,66,2
English,77,13,83,2
History,77,21,79,1
History,64,18,100,2
English,117,25,60,1
Science,119,23,74,3
Science,30,13,83,4
English,73,11,72,3
Math,108,9,95,2
Science,31,30,72,5
English,96,13,80,5
History,116,7,78,2
Science,119,16,95,4
History,113,12,60,2
History,37,16,90,1
Math,112,27,78,3
Math,44,9,60,4
History,93,23,68,2
History,119,22,92,1
English,105,11,83,5
Science,37,12,100,1
English,105,18,85,1
Science,101,7,88,4
Science,64,12,64,1
Math,91,25,82,5
Math,115,17,81,3
Math,42,14,88,4
History,96,27,60,4
History,83,27,74,2
History,112,6,90,5
History,89,17,65,3
Math,102,11,68,4
English,35,11,91,5
Science,43,30,91,3
Science,69,6,97,2
Math,107,30,91,1
History,47,29,61,4
Science,49,12,63,1
History,70,22,63,5
English,41,13,89,3
English,90,18,94,5
History,100,15,82,4
Math,55,21,68,2
History,112,13,82,2
Science,60,27,90,4
Science,49,17,79,1
Math,77,17,79,5
History,75,22,63,2
English,83,23,98,3
History,108,5,78,1
Math,101,12,74,4
Math,40,25,72,5
Math,55,23,84,4
Math,35,5,84,5
English,40,23,97,5
Science,57,29,88,5
Science,30,11,98,5
History,90,10,74,3
Math,45,9,75,3
English,85,27,67,3
Science,101,12,97,2
Science,48,17,70,1
Science,115,6,90,4
Science,63,12,90,3
History,57,10,68,4
English,74,19,62,2
Math,99,15,83,3
Science,90,22,96,2
English,65,29,97,2
English,49,9,70,2
Math,90,16,72,5
English,41,23,72,4
English,99,21,85,1
Math,104,25,68,1
History,115,11,67,5
English,114,23,83,1
Science,78,11,87,3
Science,43,5,68,1
Science,61,17,87,1
History,75,6,62,3
History,55,29,100,1
Math,44,20,72,1
Science,105,23,69,5
Science,97,18,84,3
Science,46,18,62,5
Science,96,17,73,2
Science,79,27,90,2
History,32,19,61,2
History,31,11,77,2
Math,74,23,67,1
History,67,16,74,2
Math,74,11,95,4
History,54,25,77,2
Science,79,9,99,2
Science,95,10,99,1
English,82,9,63,3
Science,115,25,76,3
Math,61,25,63,4
Math,72,21,69,5
English,35,30,96,2
History,37,25,72,1
History,100,8,63,5
English,118,23,94,3
Math,42,11,88,4
Math,72,11,96,1
English,34,26,65,5
History,103,22,86,3
English,84,19,62,5
History,31,11,98,2
English,46,24,73,4
History,85,7,62,2
History,33,26,97,2
Math,49,10,83,1
History,102,24,90,3
English,90,15,74,3
Science,112,10,86,1
Science,39,12,62,5
Math,30,9,86,5
Math,68,23,95,5
Science,119,27,64,5
Science,106,6,61,1
History,83,12,68,3
English,85,28,69,3
Math,92,19,86,1
History,44,22,68,3
History,82,10,69,2
Math,41,10,77,1
History,75,22,92,3
History,53,22,64,3
Science,47,30,85,5
Science,91,24,86,3
History,32,11,64,1
History,59,15,60,4
Math,74,18,63,4
English,95,6,71,4
English,65,9,87,2
Science,105,22,86,5
English,112,12,80,2
English,96,11,80,2
English,30,8,85,1
Science,60,6,98,2
English,53,28,82,5
English,37,15,75,3
Science,104,13,79,2
Math,72,26,63,2
English,106,6,77,1
History,59,17,65,4
Science,120,26,95,5
English,77,22,65,4
History,37,26,68,2
English,32,29,94,2
History,85,20,77,4
Math,90,24,68,1
Science,41,30,92,2
English,114,22,94,2
Math,97,10,95,3
English,54,7,69,3
History,85,6,85,1
Science,119,5,94,2
Science,75,21,60,2
English,89,22,75,1
Math,73,18,69,4
English,39,7,75,1
History,43,30,64,2
Science,63,14,79,2
Math,107,24,67,1
History,56,13,86,3
History,73,15,78,5
History,58,27,69,3
English,96,17,71,2
Math,116,14,88,1
History,54,22,90,4
Math,87,11,67,3
Science,79,6,70,1
Math,37,25,92,1
Math,102,23,82,3
History,36,24,97,1
Science,79,27,87,5
History,30,25,89,2
English,56,11,64,1
English,33,10,63,5
History,70,10,92,2
History,41,19,61,2
History,95,16,66,5
Science,47,15,62,3
Math,102,17,80,2
English,95,25,88,1
History,118,27,87,5
Science,67,12,61,2
Science,57,19,68,1
Math,103,9,75,5
English,46,29,83,3
Math,57,15,91,4
Science,73,30,83,4
Math,59,22,96,3
Math,81,23,81,5
History,102,24,96,3
Science,76,10,77,4
Math,72,24,63,2
History,63,13,72,1
History,79,14,72,4
English,103,23,63,5
English,86,30,73,4
Math,82,30,84,1
Math,71,17,68,3
Science,67,27,77,2
Math,118,22,100,2
Science,113,29,93,1
Math,31,11,86,2
History,120,11,72,4
English,59,6,61,3
Math,80,23,76,2
English,92,17,62,4
Science,79,20,76,5
Science,52,10,80,5
Science,55,20,69,1
Science,54,17,83,1
Math,63,19,82,1
Math,84,26,64,5
English,85,27,84,4
English,64,5,89,3
Math,63,16,63,3
History,33,13,79,3
Math,81,10,60,5
Math,112,9,97,3
English,85,29,96,4
Math,87,11,82,4
English,68,26,71,5
English,111,22,61,3
History,58,24,62,2
English,107,19,97,2
English,96,12,99,2
English,76,8,89,3
Math,95,24,89,1
English,71,17,72,4
English,55,23,64,3
Science,112,6,84,2
Math,68,14,89,5
Science,108,26,65,1
Science,99,9,82,3
Science,62,19,84,1
History,112,23,64,5
Science,53,19,91,5
Science,117,17,85,4
Science,30,13,83,1
English,100,25,78,3
English,75,10,60,1
Science,116,26,97,1
Math,109,15,69,1
Science,58,9,84,5
Math,40,26,67,2
Math,87,14,77,2
Science,56,7,65,2
History,85,15,85,5
English,70,17,91,2
Math,93,21,71,1
History,49,30,70,4
History,61,19,64,2
Science,47,19,73,3
Science,31,28,75,2
English,44,7,87,4
History,36,7,79,4
Science,101,8,69,2
English,117,6,80,5
History,30,26,99,4
History,114,27,81,2
Math,34,16,93,4
History,94,24,95,3
History,39,27,64,5
Math,97,8,61,1
Science,55,30,67,2
Math,116,26,69,2
English,87,24,96,4
English,69,15,77,3
History,42,19,64,3
History,88,16,96,1
Science,93,29,88,3
Math,110,28,62,1
Math,81,5,67,1
English,118,12,79,3
English,119,29,79,4
Science,74,15,71,2
Math,75,23,72,2
Science,69,30,61,3
Math,78,5,81,2
Science,36,10,75,5
Math,94,26,74,1
Science,116,18,92,2
Science,103,17,72,3
Science,73,22,70,4
English,49,14,70,5
English,87,19,71,4
History,115,13,83,2
Math,32,6,73,1
History,82,11,75,3
English,98,11,70,3
Math,52,11,83,3
Math,87,19,91,1
English,119,28,96,1
History,110,17,73,5
Math,51,10,87,2
Math,61,21,88,1
Math,73,20,80,1
Science,56,21,94,3
Math,104,18,94,1
English,62,22,82,1
Science,50,30,68,1
English,95,22,81,5
Math,83,24,69,4
English,85,14,93,5
Math,53,26,61,5
Math,101,8,67,2
History,103,27,100,5
